nameList,titleList,tagList,textList
['\n      eliarh\n    '],['Memo в React'],['ReactJS *'],"['Перед использованием memo попробуйте сначала два других подхода. И если их вам будет не хватить', ' то переходите к memo']"
['\n      Imbolc\n    '],['Offline-first приложение с Hoodie & React. Часть вторая: авторизация'],['Разработка веб-сайтов *JavaScript *ReactJS *'],"['Наша цель', ' написать offline-first приложение — SPA которое загружается и сохраняет полную функциональность в отсутствии интернет-соединения. В первой части повествования мы научились пользоваться браузерной базой данных. Сегодня мы настроим синхронизацию с серверной бд и подключим авторизацию. В результате мы получим возможность редактировать наши данные на разных устройствах даже в оффлайне с последующей синхронизацией при появлении соединения.']"
['\n      Kresent\n    '],['Разбор: как и зачем применять PureComponent в React'],['Блог компании red_mad_robot JavaScript *ReactJS *'],"['\r\n29 Июля вышел React 15.3', ' и первым пунктом в release-notes значилось добавление поддержки React.PureComponent', ' который заменяет своего предшественника pure-render-mixin. В этой статье обсудим', ' почему же этот компонент так важен и где его использовать.\n']"
['\n      IsOrtex\n    '],['Что будет если скрестить React и Angular?'],['Разработка веб-сайтов *JavaScript *'],"['\nAkili — javascript фреймворк', ' который появился под влиянием таких решений как React', ' Angular', ' Aurelia и в меньшей степени некоторых других. Целью было объединить все лучшее', ' что я вижу в них и максимально все упростить.\n\r\nНравится React', ' но отталкивает JSX? Любите Angular', ' но надоела всякая магия?\n\nТогда вам стоит попробовать это.']"
['\n      DmitriyDekhanov\n    '],"['FrontFest.JS: ClojureScript на продакшене', ' оптимизация рендеринга React и как (не) впасть в депрессию с Angular']",['Блог компании 2ГИС Блог компании CodeFest Разработка веб-сайтов *JavaScript *'],"['\n\nFrontFest — это улётная конференция для фронтенд-разработчиков', ' которая пройдет 18 ноября в Москве. В этой статье мы расскажем о том', ' что приготовили для вас в секции JS. Спикеры из Microsoft', ' Booking', ' 2ГИС', ' Wrike и Злых Марсиан поделятся опытом использования Preact', ' ClosureScript', ' React', ' JS для IoT и Angular. ']"
['\n      bgnx\n    '],['Изучаем и реализуем алгоритм работы правильного observer паттерна для react компонентов'],['JavaScript *ReactJS *'],"['\nИтак продолжаем развивать observer-паттерн. В предыдущей статье от старого и очень простого паттерна ""observer"" маленькими шагами мы пришли к mobx и написали его мини-версию. В этой статье мы напишем полноценную версию mobx которая реализует алгоритм обновления зависимостей в правильном порядке для избежания ненужных вычислений. Надо сказать что попытки описать этот алгоритм на хабре предпринимались и раньше в статьях товарища vintage про атомы тут', ' тут', ' и тут но там не описан в полной мере последний ""правильный"" порядок обновления о чем и будет речь в этой статье.']"
['\n      kyoumur\n    '],['Как мы общаемся с React-компонентами при помощи декораторов в TypeScript'],['Блог компании ДоксВижн Разработка веб-сайтов *JavaScript *TypeScript *'],"['При разработке приложений на React довольно неудобно создавать независимые друг от друга компоненты', ' т.к. стандартным способом для обмена данными между ними является ""Lifting State Up"". Этот подход постепенно загрязняет ненужными свойствами промежуточные компоненты', ' делая их неудобными для повторного использования.\n\n\r\nНаиболее популярными средствами решения этой проблемы (и некоторых других) являются такие библиотеки как Redux и Mobx', ' позволяющие хранить данные в отдельном месте и передавать их компонентам напрямую. В этой статье я хочу продемонстрировать наш подход к решению данного вопроса.']"
['\n      AsTex\n    '],['Конвертация React в Angular с использованием универсального абстрактного дерева. Proof of Concept'],['Разработка веб-сайтов *JavaScript *Angular *ReactJS *TypeScript *'],"['Вступление\nДоброго времени суток', ' меня зовут Владимир Миленко', ' я Frontend-разработчик в компании Lightspeed', ' и сегодня мы поговорим о проблеме отсутствия компонентов в том или ином фреймворке и попытках автоматически конвертировать их. \nПредыстория\nИсторически сложилось', ' что и в eCommerce', ' и в Retail продуктах для админ-панелей мы используем React.JS в качестве основного фреймворка', ' однако платформа для ресторанов использует Angular', ' что не позволяет им использовать нашу библиотеку компонентов. Перед моим отпуском эта проблема стала острее', ' ввиду необходимости приведения UI/UX к одному виду. Мною было принято решение провести небольшое исследование на тему миграции компонентов', ' сделать Proof of Concept и поделиться ощущениями. Об этом и будет данный пост. ']"
['\n      maxfarseer\n    '],"['Основы React (текстовый учебник', ' 2-е издание)']",['JavaScript *ReactJS *'],['Прошло 2.5 года после публикации первой версии подробного туториала по основам React. За это время gitbook насчитал 250 000+ уникальных посетителей.\n\nПод катом подробнее об учебнике и список изменений.']
['\n      sergmit\n    '],['React. Lazy loading'],['JavaScript *ReactJS *'],"['Доброго времени суток.\r\nЗанимаюсь разработкой проекта на React и Redux. Хочу в этой статье описать архитектуру своего проекта.\n\r\nИтак', ' начнем. Файловая структура:\n\n\n\r\nДля подключения редьюсеров создаем класс singleton reducerRegister:\n\r\n./reducerRegister.js\nclass ReducerRegistry {\n  constructor () {\n    if (!ReducerRegistry.instance) {\n      this._emitChange = null\n      this._reducers = {}\n      ReducerRegistry.instance = this\n    }\n    return ReducerRegistry.instance\n  }\n\n  getReducers () {\n    return {...this._reducers}\n  }\n\n  register (name', ' reducer) {\n    this._reducers = {...this._reducers', ' [name]: reducer}\n    if (this._emitChange) {\n      this._emitChange(this.getReducers())\n    }\n  }\n\n  setChangeListener (listner) {\n    this._emitChange = listner\n  }\n}\n\nconst reducerRegistry = new ReducerRegistry()\n\nexport default reducerRegistry\n\r\nС помощью этого класса редьюсеры могут сами себя регистрировать в store.']"
['\n      ru_vds\n    '],['Создание динамических PDF-файлов с использованием React и Node.js'],['Блог компании RUVDS.com JavaScript *Node.JS *PDF ReactJS *'],"['Материал', ' перевод которого мы сегодня публикуем', ' посвящён созданию динамических PDF-файлов с использованием HTML-кода в качестве шаблона. А именно', ' речь пойдёт о том', ' как сформировать простой счёт на оплату неких товаров или услуг', ' динамические данные', ' включённые в который', ' берутся из состояния React-приложения. База React-приложения создана с помощью create-react-app', ' серверная часть проекта основана на Node.js', ' при её разработке использован фреймворк Express.\n\n\n\r\nАвтор этого материала отмечает', ' что он подготовил видео', ' в котором демонстрируется разработка проекта. Если вы решите и посмотреть видео', ' и прочитать статью', ' то рекомендуется поступить так. Сначала бегло просмотрите статью', ' потом включите видео и воссоздайте у себя рассматриваемую там систему. А после этого просто прочитайте статью.']"
['\n      IFonin\n    '],['Повторное использование форм на React'],['Блог компании BCS FinTech ReactJS *TypeScript *'],"['Привет!\n\r\nУ нас в БКС есть админка и множество форм', ' но в React-сообществе нет общепринятого метода — как их проектировать для переиспользования. В официальном гайде Facebook’a нет подробной информации о том', ' как работать с формами в реальных условиях', ' где нужна валидация и переиспользование. Кто-то использует redux-form', ' formik', ' final-form или вообще пишет свое решение.\n\n\r\nВ этой статье мы покажем один из вариантов работы с формами на React. Наш стек будет вот таким: React + formik + Typescript. Мы покажем:\n\n\nЧто компонент должен делать.\nКонфиг', ' поля и валидация на уровне пропсов.\nКак сделать форму переиспользуемой.\nОптимизацию перерендера.\nЧем наш способ неудобен.\n\r\nПри новой бизнес-задаче мы узнали', ' что нам нужно будет сделать 15-20 похожих форм', ' и гипотетически их может стать еще больше. У нас была одна форма-динозавр на конфиге', ' которая работала с данными из `store`', ' отправляла actions на сохранение и выполнение запросов через `sagas`. Она была замечательной', ' выполняла бизнес-велью. Но уже была нерасширяемой и непереиспользуемой', ' только при плохом коде и добавлении костылей.\n\r\nЗадача поставлена: переписать форму для того', ' чтобы ее можно было переиспользовать неограниченное количество раз. Хорошо', ' вспоминаем функциональное программирование', ' в нем есть чистые функции', ' которые не используют внешние данные', ' в нашем случае `redux`', ' только то', ' что им присылают в аргументах (пропсах).\n\r\nИ вот что получилось.']"
['\n      olegkorovin\n    '],['Новый фронтенд Одноклассников: запуск React в Java. Часть I'],['Блог компании Одноклассники Разработка веб-сайтов *JavaScript *ReactJS *'],"['\n\r\nМногие слышали название GraalVM', ' но опробовать эту технологию в продакшене пока довелось не всем. Для Однокласснииков эта технология уже стала «священным Граалем»', ' меняющим фронтенд.\n\r\nВ этой статье я хочу рассказать о том', ' как нам удалось подружить Java и JavaScript', ' и начать миграцию в огромной системе с большим количеством legacy-кода', ' а так же как на этом пути помогает GraalVM.\n\r\nВо время написания статьи оказалось', ' что весь объём материала не влезает в традиционный для ХАБРа размер и если выложить публикацию целиком', ' то на её прочтение уйдет несколько часов. Поэтому мы решили разделить статью на 2 части.\n\r\nИз первой части вы узнаете об истории фронтенда в Одноклассниках и познакомитесь с его историческими особенностями', ' пройдете путь поиска решения проблем', ' которые накопились у нас за 11 лет существования проекта', ' а в самом конце окунетесь в технические особенности серверной реализации принятого нами решения. ']"
['\n      aalexeev\n    '],['12 советов по внедрению TypeScript в React-приложениях'],['Блог компании TINKOFF Разработка веб-сайтов *Программирование *ReactJS *TypeScript *'],"['TypeScript — стандарт современной фронтенд-разработки. Согласно исследованиям State of JavaScript', ' TS вызывает явный интерес у программистов. По данным опроса за 2019 год', ' почти 60% респондентов пробовали TS и продолжают использовать', ' 22% не пробовали и желают изучить.\n\r\nЭта статья — сборник советов о том', ' как внедрить и улучшить использование TypeScript. Первая половина советов общая', ' касающаяся подходов и инфраструктуры. Вторая — несколько особо полезных фишек языка.\n\n']"
['\n      ru_vds\n    '],"['Прости', ' React', ' но я так больше не могу']",['Блог компании RUVDS.com Разработка веб-сайтов *ReactJS *'],"['Недавно мне попалась фраза «усталость от JavaScript»', ' «JavaScript fatigue»', ' и я мгновенно понял', ' что это — про меня.\n\r\nПоследние несколько лет я делал всё возможное для того чтобы поспевать за новшествами экосистемы React', ' и', ' если брать выше', ' за новшествами JavaScript', ' где изменения происходят с умопомрачительной скоростью.\n\n\n\r\nЯ', ' большую часть этого времени', ' ещё и обещал себе выучить какие-нибудь новые языки', ' попробовать новые технологии', ' в общем — сделать что-то такое', ' что выведет меня из зоны комфорта', ' в центре которой был JavaScript.\n\r\nНо я', ' почти всегда', ' ничем таким не занимался. Дело тут было в том', ' что React и JavaScript', ' если стремиться быть в курсе всего', ' что в этих сферах происходит', ' отнимают слишком много сил и времени. Иногда я по-настоящему опасался того', ' что мои знания и навыки могут устареть. Всё это оставляло мне очень мало времени на то', ' чтобы исследовать что-то новое.']"
['\n      Akinyaev\n    '],"['Эпическая сага про маленький custom hook для React (генераторы', ' sagas', ' rxjs)']",['JavaScript *ReactJS *'],"['Стояла задача реализовать прелоадер с обратным отсчетом на реакте. Т.к. гуглить не умею и очень люблю лепить велосипеды (хороший двухместный получился из двух велосипедов ""Украина"")', ' то я был обречен глубоко копать на полях асинхреньщины. Забегу наперёд и скажу', ' что реализовал этот прелоадер с помощью генераторов', ' redux-saga', ' rxjs. Очень интересный опыт и хотелось бы поделиться', ' учитывая', ' что в процессе разбирательств', ' кроме статей', ' описывающих очевидные вещи', ' и обрывков сугубо специфической информации на stackoverflow', ' не находил.Часть первая - создание кастомного хука прелоадера.']"
['\n      Mogu4iy\n    '],['Path aliases in React'],['Разработка веб-сайтов *JavaScript *ReactJS *TypeScript *'],['Этот материал поможет настроить path aliases  для вашего cretae-react-app.']
['\n      DataArt\n    '],"['Компоненты', ' React и Flux обсудили на IT talk']",['Блог компании DataArt JavaScript *'],"['Тема 30-й встречи петербургского технического сообщества IT talk «Компоненты', ' React и Flux» оказалась настолько актуальной', ' что мест в зале не хватило. Выступал Даня Абрамов', ' который сейчас занимается опенсорсом и консалтингом по проектам', ' написанным на React.js.\n\r\nReact — относительно новый фронтенд-фреймворк', ' продукт компании Facebook. Но Даня говорил', ' скорее', ' не про React', ' а про его парадигму', ' которая существенно меняет подход к UI-приложениям. Он отметил', ' что сейчас самые интересные инновации в UI-приложениях происходят именно в вебе.\n\n\n\r\nP.S. Извините за качество записи и проблемы со звуком. Решили', ' однако', ' что контент стоит того', ' чтобы поделиться.']"
['\n      rosko\n    '],['Прекратите использовать React для всего подряд'],['JavaScript *ReactJS *'],"['Перевод статьи «Stop Using React for EVERYTHING!»', ' опубликованной на сайте medium.com.\n\r\nИтак', ' вы освоили React. А еще добавили интеграцию с ES6. Окей', ' вы хороши в разбиении вашего кода на компоненты. К тому же вы… стоп. Нам пофиг.\n\r\nПросто потому', ' что вы познакомились с именитым фреймворком с некоторыми хорошими возможностями — это не делает вас гением. И определенно не делает React правильным выбором для всего подряд', ' что вы делаете. Фактически это пожалуй не самый лучший выбор в большинстве случаев.\n\r\nReactJS — это Чариза́рд (покемон такой). Это огнедышащий дракон в мире джаваскрипта. Он мощный', ' он быстрый', ' он ослепительный', ' и умные программисты тащятся от него.']"
['\n      theWaR_13\n    '],['Валидация форм в React'],['ReactJS *'],"['Если вы когда-нибудь пользовались фреймворком AngularJS', ' то вы знаете', ' как легко в нем валидируются формы. Однако в React ситуация несколько хуже. Оно и понятно', ' ведь это всего лишь библиотека. Но благодаря сообществу из этой библиотеки можно сделать мощное средство для создания полноценных SPA-приложений. На данный момент создано огромное множество компонентов', ' которые способны удовлетворить большинство нужд разработчиков на React. В данной статье я бы хотел описать подход', ' который использовал для валидации форм с помощью компонента Formsy-react.\n']"
['\n      vintage\n    '],"[""React'ивные Panel'и""]",['Разработка веб-сайтов *JavaScript *Программирование *ReactJS *'],"['Что такое панель? Это довольно простой компонент', ' разбивающий видимую область на 2-3 блока:\n\nШапка. В шапку обычно выводится заголовок и какие-то (обычно навигационные) элементы правления. \nТело. В тело панели выводится выводится произвольное содержимое. Часто этот блок делается скроллируемым', ' чтобы шапка не уходила из поля зрения.\nПодвал. Опциональный блок. Сюда выводят обычно общую для содержимого панели информацию и элементы управления.\n\nНе смотря на кажущуюся простоту', ' реализации обычно не такие уж и простые. Связано это с тем', ' что вариантов его использования великое множество.\nВ шапке может быть', ' а может не быть:\n\nЗаголовок. Дополнительно у него может быть подзаголовок.\nХлебные крошки. Они могут быть частью заголовка', ' а могут — подзаголовка.\nНавигационные ссылки. Такие как ""назад""', ' ""следующий"" и тп.\nКнопки. Такие как ""открыть фильтры""', ' ""переключить флаг""', ' ""закрыть окно"" и другие.\n\nКороче говоря', ' в шапке может быть почти что угодно. В теле же', ' определённо должна быть возможность выводить любое содержимое. В подвале содержимое так же может быть произвольным.\nПолучается', ' что у панели должно быть минимум 3 параметра', ' которые принимают ""сложное содержимое""', ' то есть такое', ' которое не является плоским текстом', ' а содержит иерархию вложенных блоков.\nДалее идёт обзор тех готовых решений', ' которые можно найти в гугле. Для каждого указан размер реализации в строках кода (CLOS). Плюс бонус в конце', ' для тех', ' кто доберётся ;-)']"
['\n      tokamame\n    '],['Руководство React Native — создаем приложение под iOS. Часть 1.4 — 1.5'],['JavaScript *Разработка под iOS *ReactJS *'],"['→ Перевод отсюда\r\n→ Продолжение. Предыдущие выпуски:\n\nЧасть 1.1 \n Часть 1.2-1.3\n\n4. Фильтрация и отбор случайных обоев\r\nВ этом разделе мы будем отбирать определённое количество случайных обоев из заданной категории. Раздел больше посвящен JS', ' нежели React Native. Мы создадим новый модуль (файл)', ' который будет генерировать случайное число. Если понятие «модуль» вам незнакомо', ' рекомендую обратиться к документации Node.js по модулям. \r\nНайдите строку', ' объявляющую класс \nclass SplashWalls extends Component{/* ... */};\n']"
['\n      archik\n    '],['TDD React.js-приложений'],['Разработка веб-сайтов *Тестирование IT-систем *JavaScript *TDD *ReactJS *'],"['\nHetzel edition of 20000 Lieues Sous les Mers\n\r\nЗаметка о том', ' насколько мы “реаниматоры” по части тестов (кто знаком с творчеством Говарда Филлипса Лавкрафта', ' тот поймет).\n\r\nВ продолжение темы тестирования и тестов', ' хотелось бы немного написать о нашем подходе', ' как он выглядит на наших Single Page Applications (SPA)', ' написанных на React.js', ' как нам помогал в этом Test-Driven Development (TDD) и почему мы пришли к тому', ' что редукторы и API-сервисы покрывать тестами тоже нужно.\n\r\nСразу скажу', ' что если вы ожидаете тут увидеть jest', ' snapshot testing или storyshots', ' то сразу закрывайте эту заметку. Если вы ожидаете найти тут что-то из свежих библиотек или подходов', ' то тоже немедленно закрывайте. Ничего из названного мы не использовали. Возможно', ' в новый проект мы войдем с этими инструментами', ' а пока получилось так', ' как получилось.\n\r\nК тому', ' как наши тесты выглядят сейчас', ' мы пришли сами', ' хотя многие из этих техник описаны на различных сайтах и форумах. Как дополнение', ' я приведу эти ссылки ниже.']"
['\n      MrCheater\n    '],['Hyperapp для беженцев с React/Redux'],['Блог компании Developer Soft JavaScript *Программирование *Node.JS *ReactJS *'],"['\nЯ люблю Redux\nИменно благодаря Redux для меня началось путешествие в мир удивительного функционального программирования. И это первое из функциональщины', ' что я попробовал в production. Прошли те времена', ' когда я использовал DOM для хранения состояния и неуверенно манипулировал им с помощью jQuery. \nRedux — это инструмент для управления состоянием приложения (state)', ' который позволяет полностью отделить его от представления (view). Представление (view) становится производным состояния (state)', ' которое предоставляет пользователю интерфейс для его изменения. Действия пользователя (actions) не изменяют состояние (state) напрямую. Вместо этого они попадают в редюсер (reducer). Это такая чистая функция', ' которая на основе предыдущего состояния (state) и действия (action) генерирует следующее состояние (state). Такой подход к обновлению данных во многом был вдохновлен архитектурой языка программирования Elm и концепцией однонаправленного потока данных Flux. Это', ' возможно', ' самая популярная JavaScript-библиотека для иммутабельного изменения состояния из тех', ' что существуют сегодня. Авторы Redux сфокусировались на решении одной единственной проблемы — управление состоянием приложения (state)', ' и сделали это хорошо. Redux получился достаточно модульным', ' чтобы работать с различными библиотеками для отображения представления (view). \nReact использует аналогичный сфокусированный подход для представления (view)', ' имеет эффективный виртуальный DOM', ' который можно подключить к DOM браузера', ' нативным мобильным приложениям', ' VR и прочим платформам. \nЧто бы создавать надежные', ' функциональные и легко отлаживаемые web-приложения', ' можно использовать React и Redux. Правда', ' потребуются вспомогательные библиотеки вроде react-redux и куча boilerplate-кода. А можно попробовать Hyperapp.']"
['\n      bjurijs\n    '],['Detox и Appium: автоматизированный тест интерфейса в React Native'],['Разработка мобильных приложений *Тестирование мобильных приложений *'],"['\n\nНезнакомая мобильная среда\r\nЯ', ' возможно', ' также как и вы', ' пришел к React Native как разработчик JavaScript нежели как разработчик нативных мобильных приложений. Абсолютно новый мир со своими нюансами и хитростями.\n\r\nОдной из самых важных тем для изучения станет тестирование. Когда все более или менее понятно с модульными тестами (unit)', ' что делать с тестами интерфейса и сквозными тестами (end-to-end)? iOS. Android. На рынке смесь разных типов устройств.\n\r\nНесмотря на то', ' что сама технология сравнительно новая', ' это все еще мобильная среда и многому приходится заимствовать и учиться у нативной стороны.\n\r\nЯ вкратце рассмотрю два фрэймворка', ' на которые стоит обратить внимания', ' чтобы облегчить себе жизнь как разработчику.']"
['\n      kamushken\n    '],['Создание таблиц в дизайн системе Figma и реализация в Storybook (React)'],['Разработка веб-сайтов *Интерфейсы *Usability *Визуализация данных Графический дизайн *'],"['\n\nВ предыдущей статье на тему дизайна таблиц в Фигме мы выяснили', ' что базовый элемент создания любого data grid — это компонент ячейки', ' внутри которого спрятано все необходимое для того', ' чтобы оставаться в одном экземпляре и строить таблицы ячейка-за-ячейкой. Теперь поговорим о её структуре: какие элементы вложены', ' случаи использования', ' рассмотрим темификацию таблиц через токены-цвета. И напоследок расскажу о передаче спецификаций разработчикам и интеграцию таблиц в React/Angular фреймворки прямиком из Figma дизайн-системы. Пока руками', ' ибо будущее всё еще где-то рядом.\n\nПоехали! Начну с демонстрации бесполезных', ' но прикольных эффектов кастомизации всей таблицы через главную мастер-ячейку:']"
['\n      EgorEr\n    '],['Мы забыли про делегирование в JavaScript. Event delegation in React'],['JavaScript *Клиентская оптимизация *ReactJS *'],"['Всем привет. Статья о делегирование событий в JavaScript и реализация его в react.js.\n\nО чем собственно речь? Зачем и почему?\nДля начала давайте кратко обсудим:\n\nчто есть событие;\nкак происходит распространение;\nобработка DOM Level 2 с примером на JavaScript;\n\nИ в конце: почему не надо забывать об делегировании в React.\nСобытие\nJavaScript с HTML взаимодействуют между собой за счёт событий (events). Каждое событие служит для того', ' чтобы сказать JavaScript’у о том', ' что в документе или окне браузера что-то произошло. Для того чтобы отловить эти события нам нужны слушатели (listeners)', ' этакие обработчики', ' которые запускаются в случае возникновения события.\nРаспространение событий\nПорядок. Решая проблему: как понять', ' какой части страницы принадлежит событие? Было реализовано два способа: в Internet Explorer — “всплытие событий”', ' а в Netscape Communicator — “перехват событий”. ']"
['\n      SayLovePlz\n    '],['Локализация React приложении'],['Разработка веб-сайтов *JavaScript *ReactJS *Локализация продуктов *TypeScript *'],"['Всем привет!\nДо нового года остаются считанные дни. Наткнулся на свой список дел', ' которые собирался сделать в 2019-м', ' среди них оказалось и написать статью на Хабр. Самое время заскочить в уходящий вагон).\nСразу оговорюсь', ' пиарю свой велосипед', ' если такое Вам не по душе', ' то можете смело пропускать статью.\nЧто такое локализация?\nПод локализацией здесь и далее будем понимать процесс адаптации приложения под разные языки и регионы. Локализация это не только про перевод текста. Пользователям приятнее видеть привычный формат дат', ' денежных значений', ' даже разделители в числах могут играть роль.']"
['\n      CodeShaman\n    '],['Debouncing с помощью React Hooks'],['JavaScript *ReactJS *'],"['Сегодня я собираюсь показать вам', ' как создать хук useDebounce', ' который позволяет супер-просто отложить вызовы АПИ', ' что бы они не происходили слишком часто.\nТак же я создал демо', ' которое использует наш хук. Оно ищет по АПИ Marvel Comics и хук useDebounce позволяет избежать обращений к серверу на каждое нажатие клавиши.\n']"
['\n      aon24\n    '],['Раскраска текстов в html и React'],['Python *XML *ReactJS *'],"['Добавить разметку в текст руками легко. Можно разметить текст прямо здесь', ' на Хабре', ' а потом скопировать на сайт. Можно сделать поиск с заменой в Notepad++ или в Atom.\n\r\nЕсли это 1 текст. Если текстов много', ' хочется иметь инструмент для выделения фрагментов текста html-тегами или формирование исходного кода для React. На Питоне это не сложно (несколько строк кода на цвет).\n\n\n\r\nЕсли вы знаете Питон и регулярные выражения', ' переходите по ссылке.\n\r\nТам и примеры', ' и исходные коды. Под катом подробное описание.']"
['\n      Maxilect\n    '],['Борьба за производительность по-настоящему больших форм на React'],['Блог компании Maxilect Разработка веб-сайтов *ReactJS *TypeScript *'],"['На одном из проектов мы столкнулись с формами из нескольких десятков блоков', ' которые зависят друг от друга. Как обычно', ' мы не можем рассказать о задаче в деталях из-за NDA', ' но попробуем описать свой опыт “укрощения” производительности этих форм на абстрактном (даже немного не жизненном) примере. Расскажу', ' какие выводы мы сделали из проекта на React с Final-form.\n\n\r\nПредставьте', ' что форма позволяет вам получить заграничный паспорт нового образца', ' одновременно оформляя получение Шенгенской визы через посредника – визовый центр. Кажется', ' этот пример достаточно бюрократичен', ' чтобы продемонстрировать наши сложности.']"
['\n      kitsoRik\n    '],['Работа со строкой запроса в React'],['ReactJS *'],"['Привет. Это та статья', ' о том пакете которого мне не хватало в работе с реактом. \n\n\n\r\nА если быть более конкретно', ' то о пакете для улучшение и облегчение работы с запросами из поисковой строки.']"
['\n      MaxRokatansky\n    '],['Проверка дочерних элементов передаваемых в мок React компонента'],['Блог компании OTUS Тестирование IT-систем *JavaScript *ReactJS *'],"['В преддверии старта курса\xa0«Автоматизация тестирования на JavaScript»\xa0продолжаем публиковать перевод серии полезных статей.Это третья часть из серии о тестировании с React. В прошлой части мы рассмотрели базовый формат моков React компонентов.Еще одна вещь', ' которую вы можете сделать с помощью моков', ' - это проверить', ' правильные ли дочерние элементы были переданы. Вот собственно на это мы сейчас и посмотрим.']"
['\n      aio350\n    '],['Apollo GraphQL React Social App'],['Разработка веб-сайтов *JavaScript *Программирование *ReactJS *'],"['\n\r\nДоброго времени суток', ' друзья!\n\r\nВ поисках вдохновения наткнулся на этот замечательный туториал', ' посвященный разработке «социального» клиент-серверного приложения на MERN + GraphQL.\n\r\nРешил его расшифровровать и немного доработать для заинтересованных. Расшифровка означает', ' что каждая строка кода снабжена подробным комментарием. Доработка состоит в добавлении аватара пользователя и исправлении нескольких критичных для работы приложения ошибок.\n\r\nКод проекта находится здесь.\n\nОсновные возможности приложения\n\nРегистрация/авторизация пользователей\nДобавление/удаление постов\nЛайк/дизлайк постов\nДобавление/удаление комментариев к постам\nОтображение количества лайков и комментариев\n']"
